 Location,Block,Floor,Area,18:4b:0d:23:60:78,44:1e:98:fb:55:d8,44:1e:98:3b:55:dc,44:1e:98:bb:55:d8,60:d0:2c:9f:63:98,60:d0:2c:df:63:98,44:1e:98:bb:55:dc,44:1e:98:3b:55:d8,18:4b:0d:a3:60:78,18:4b:0d:e3:60:78,44:1e:98:fb:55:dc,18:4b:0d:dc:30:98,18:4b:0d:1c:30:98,60:d0:2c:df:63:9c,18:4b:0d:a3:75:38,18:4b:0d:e3:75:38,18:4b:0d:9c:30:98,24:79:2a:34:ea:0d,18:4b:0d:dc:30:9c,58:b6:33:fa:1c:dc,24:79:2a:74:ea:0c,58:b6:33:3a:1c:dc,60:d0:2c:1f:63:98,58:b6:33:ba:1c:dc,60:d0:2c:9f:63:9c,18:4b:0d:1c:30:9c,18:4b:0d:9c:30:9c,60:d0:2c:1f:63:9c,24:79:2a:f4:ea:0c,24:79:2a:f4:ea:08,24:79:2a:74:ea:08,24:79:2a:34:ea:09,58:b6:33:3a:1c:d8,58:b6:33:ba:1c:d8,58:b6:33:fa:1c:d8,18:4b:0d:a3:75:3c,18:4b:0d:e3:75:3c,18:4b:0d:23:75:38,18:4b:0d:e3:60:7c,18:4b:0d:23:60:7c,18:4b:0d:a3:60:7c,18:4b:0d:23:75:3c,1c:b9:c4:3d:84:e8,1c:b9:c4:fd:84:e8,1c:b9:c4:bd:84:e8,1c:b9:c4:bd:84:ec,1c:b9:c4:3d:84:ec,1c:b9:c4:fd:84:ec,2c:c5:d3:e0:f8:b8,2c:c5:d3:a0:f8:b8,80:03:84:9a:69:68,5c:df:89:da:c4:08,5c:df:89:9a:c4:08,20:58:69:39:70:e8,d8:38:fc:b5:9b:58,d8:38:fc:b5:dc:e8,d8:38:fc:35:dd:28,d8:38:fc:75:dd:28,d8:38:fc:35:9b:58,d8:38:fc:75:9b:58,d8:38:fc:75:dd:2c,d8:38:fc:78:bc:38,20:58:69:79:70:e8,d8:38:fc:b5:d6:28,d8:38:fc:b5:dd:28,d8:38:fc:35:dc:e8,d8:38:fc:75:dc:e8,d8:38:fc:b5:dd:2c,d8:38:fc:35:d6:28,d8:38:fc:75:d6:28,20:58:69:b9:70:e8,d8:38:fc:b8:bc:38,5c:df:89:1a:c4:08,80:03:84:da:69:68,24:79:2a:f4:ea:38,24:79:2a:b4:ea:38,Time
 LAB_0_9AM_A_4,4,0,1.0,-110,-85,-110,-85,-69,-69,-110,-85,-110,-110,-110,-75,-76,-65,-94,-110,-75,-63,-85,-76,-64,-77,-70,-76,-69,-86,-85,-70,-63,-60,-61,-60,-72,-66,-77,-110,-110,-110,-110,-110,-110,-110,-82,-82,-83,-87,-87,-87,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_0_9AM_A_5,5,0,1.0,-110,-85,-110,-85,-68,-68,-110,-81,-110,-95,-110,-78,-79,-65,-94,-86,-78,-69,-89,-74,-70,-74,-69,-74,-66,-91,-89,-68,-69,-47,-37,-55,-69,-65,-69,-110,-110,-82,-110,-110,-110,-110,-81,-81,-81,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_0_9AM_A_6,6,0,1.0,-110,-85,-110,-85,-68,-68,-110,-81,-110,-95,-110,-78,-79,-65,-110,-86,-78,-69,-89,-74,-70,-74,-69,-74,-66,-91,-89,-68,-69,-47,-37,-55,-69,-65,-69,-110,-110,-82,-110,-110,-110,-110,-81,-81,-81,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_0_9AM_A_7,7,0,1.0,-110,-81,-110,-82,-67,-67,-110,-80,-95,-94,-110,-77,-78,-69,-110,-86,-73,-71,-90,-70,-71,-71,-71,-70,-68,-91,-90,-69,-71,-66,-66,-65,-71,-71,-71,-110,-110,-82,-110,-110,-110,-110,-81,-88,-88,-83,-84,-83,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_0_9AM_A_8,8,0,1.0,-110,-81,-110,-82,-67,-67,-110,-80,-95,-94,-110,-77,-78,-69,-110,-110,-73,-71,-90,-70,-71,-71,-71,-70,-68,-110,-90,-69,-71,-66,-66,-65,-71,-71,-71,-110,-110,-110,-110,-110,-110,-110,-110,-88,-88,-83,-84,-83,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_0_9AM_A_9,9,0,1.0,-110,-81,-110,-81,-67,-67,-110,-83,-95,-94,-110,-77,-78,-70,-110,-110,-73,-75,-90,-69,-75,-69,-67,-70,-71,-110,-90,-72,-74,-70,-69,-70,-71,-71,-71,-110,-110,-110,-110,-110,-110,-110,-88,-89,-88,-83,-84,-83,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_0_9AM_B_1,1,0,2.0,-110,-70,-110,-70,-110,-110,-85,-71,-110,-110,-85,-51,-53,-70,-110,-110,-52,-73,-110,-110,-73,-110,-110,-110,-70,-110,-110,-71,-73,-65,-65,-65,-65,-65,-65,-110,-110,-110,-110,-110,-110,-110,-76,-76,-77,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_0_9AM_B_10,10,0,2.0,-110,-79,-110,-79,-61,-60,-110,-110,-110,-110,-110,-75,-76,-66,-79,-79,-75,-76,-110,-110,-77,-110,-61,-110,-66,-110,-110,-67,-76,-66,-67,-66,-61,-62,-61,-110,-110,-80,-110,-110,-110,-110,-110,-82,-82,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_0_9AM_B_11,11,0,2.0,-110,-79,-110,-79,-61,-60,-110,-110,-110,-110,-110,-75,-76,-66,-110,-110,-75,-76,-110,-110,-77,-110,-61,-110,-66,-110,-110,-67,-76,-66,-67,-66,-61,-62,-61,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_0_9AM_B_12,12,0,2.0,-110,-79,-110,-79,-71,-70,-110,-110,-110,-110,-110,-79,-80,-72,-76,-110,-79,-71,-110,-110,-72,-110,-71,-110,-71,-110,-110,-72,-71,-62,-62,-62,-65,-66,-65,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_0_9AM_B_2,2,0,2.0,-110,-70,-110,-70,-110,-110,-110,-71,-110,-110,-110,-51,-53,-70,-110,-110,-52,-73,-110,-110,-73,-110,-110,-110,-70,-110,-110,-71,-73,-65,-65,-65,-65,-65,-65,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_0_9AM_B_3,3,0,2.0,-110,-75,-110,-74,-70,-70,-83,-75,-110,-110,-83,-60,-60,-58,-110,-110,-59,-63,-110,-110,-64,-110,-71,-110,-59,-110,-110,-60,-63,-64,-64,-64,-59,-59,-59,-110,-110,-110,-110,-110,-110,-110,-110,-76,-76,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_0_9AM_B_4,4,0,2.0,-110,-75,-110,-74,-70,-70,-83,-75,-110,-110,-83,-60,-60,-58,-110,-110,-59,-63,-110,-110,-64,-110,-71,-110,-59,-110,-110,-60,-63,-64,-64,-64,-59,-59,-59,-110,-110,-110,-110,-110,-110,-110,-110,-76,-76,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_0_9AM_B_5,5,0,2.0,-110,-74,-110,-74,-70,-70,-83,-75,-110,-110,-83,-70,-71,-64,-86,-110,-70,-64,-110,-110,-64,-110,-71,-110,-63,-110,-110,-64,-64,-52,-52,-52,-65,-67,-67,-110,-110,-110,-110,-110,-110,-110,-110,-76,-76,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_0_9AM_B_6,6,0,2.0,-110,-74,-110,-74,-110,-110,-110,-75,-110,-110,-110,-70,-71,-64,-86,-110,-70,-64,-110,-110,-110,-110,-110,-110,-63,-110,-110,-64,-64,-52,-52,-52,-65,-67,-67,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_0_9AM_B_7,7,0,2.0,-110,-80,-110,-79,-110,-110,-110,-80,-110,-110,-110,-71,-72,-62,-86,-110,-70,-75,-110,-110,-76,-110,-110,-110,-61,-110,-110,-63,-75,-61,-61,-61,-72,-72,-71,-110,-110,-110,-110,-110,-110,-110,-80,-80,-81,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_0_9AM_B_8,8,0,2.0,-110,-80,-110,-79,-110,-110,-110,-80,-110,-110,-110,-71,-72,-62,-110,-110,-70,-75,-110,-110,-76,-110,-110,-110,-61,-110,-110,-63,-75,-61,-61,-61,-72,-72,-71,-110,-110,-110,-110,-110,-110,-110,-80,-80,-81,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_0_9AM_B_9,9,0,2.0,-110,-78,-110,-78,-110,-110,-110,-80,-110,-110,-110,-71,-72,-66,-79,-79,-70,-75,-110,-110,-76,-110,-110,-110,-67,-110,-110,-68,-75,-67,-68,-67,-62,-62,-61,-110,-110,-80,-110,-110,-110,-110,-80,-82,-82,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_0_9AM_C_1,1,0,3.0,-110,-70,-110,-70,-71,-70,-110,-72,-110,-110,-110,-51,-52,-62,-76,-110,-51,-73,-110,-110,-74,-110,-71,-110,-62,-110,-110,-64,-73,-70,-69,-70,-70,-70,-70,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_0_9AM_C_13,13,0,3.0,-110,-84,-110,-84,-110,-110,-110,-110,-110,-110,-110,-84,-110,-67,-110,-110,-84,-70,-110,-110,-71,-110,-110,-110,-67,-110,-110,-69,-70,-61,-61,-61,-110,-86,-87,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_0_9AM_C_14,14,0,3.0,-71,-79,-83,-79,-67,-67,-82,-77,-71,-71,-83,-74,-77,-66,-75,-75,-76,-75,-110,-110,-74,-110,-67,-110,-65,-110,-110,-66,-74,-61,-61,-60,-75,-74,-74,-110,-110,-76,-80,-81,-79,-110,-110,-85,-86,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_0_9AM_C_2,2,0,3.0,-79,-75,-110,-75,-67,-68,-110,-76,-79,-89,-110,-59,-60,-61,-91,-90,-59,-78,-72,-66,-78,-66,-69,-66,-65,-73,-72,-66,-77,-67,-68,-68,-60,-60,-60,-94,-93,-85,-110,-110,-110,-110,-81,-81,-80,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_0_9AM_D_1,1,0,4.0,-110,-70,-110,-70,-110,-110,-110,-72,-110,-110,-110,-51,-52,-62,-110,-110,-51,-73,-110,-110,-74,-110,-110,-110,-62,-110,-110,-64,-73,-70,-69,-70,-70,-70,-70,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_0_9AM_D_13,13,0,4.0,-110,-73,-110,-73,-110,-110,-110,-74,-110,-110,-110,-73,-74,-68,-79,-79,-74,-73,-110,-110,-75,-110,-110,-110,-67,-110,-110,-68,-73,-63,-63,-63,-71,-72,-72,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_0_9AM_D_14,14,0,4.0,-110,-79,-110,-79,-67,-67,-110,-110,-110,-110,-110,-74,-110,-66,-110,-110,-110,-110,-110,-110,-110,-110,-67,-110,-65,-110,-110,-66,-110,-61,-61,-60,-75,-74,-74,-110,-110,-110,-110,-110,-110,-110,-110,-85,-86,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_0_9AM_D_2,2,0,4.0,-110,-80,-110,-80,-57,-57,-110,-81,-110,-89,-110,-71,-72,-52,-91,-89,-71,-67,-82,-71,-68,-71,-58,-71,-53,-82,-82,-55,-67,-66,-66,-67,-76,-77,-77,-110,-110,-110,-110,-110,-110,-110,-84,-88,-80,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_0_9AM_E_1,1,0,5.0,-110,-70,-110,-70,-110,-110,-110,-72,-110,-110,-110,-51,-52,-62,-110,-110,-51,-73,-110,-110,-74,-110,-110,-110,-62,-110,-110,-64,-73,-70,-69,-70,-70,-70,-70,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_0_9AM_E_13,13,0,5.0,-110,-73,-110,-73,-110,-110,-110,-74,-110,-110,-110,-73,-74,-68,-79,-79,-74,-73,-110,-110,-75,-110,-110,-110,-67,-110,-110,-68,-73,-63,-63,-63,-71,-72,-72,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_0_9AM_E_14,14,0,5.0,-110,-74,-110,-75,-60,-60,-110,-76,-110,-110,-110,-74,-110,-68,-110,-110,-75,-65,-110,-110,-66,-110,-61,-110,-69,-110,-110,-70,-65,-59,-59,-60,-74,-74,-74,-110,-110,-110,-110,-110,-110,-110,-110,-82,-83,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_0_9AM_E_2,2,0,5.0,-110,-80,-110,-80,-57,-57,-110,-81,-110,-110,-110,-71,-72,-52,-110,-89,-71,-67,-82,-71,-68,-71,-58,-71,-53,-82,-82,-55,-67,-66,-66,-67,-76,-77,-77,-110,-110,-110,-110,-110,-110,-110,-84,-88,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_0_9AM_F_1,1,0,6.0,-110,-70,-110,-70,-110,-110,-110,-72,-110,-110,-110,-67,-67,-54,-110,-110,-66,-70,-110,-110,-71,-110,-110,-110,-55,-110,-110,-57,-70,-62,-62,-62,-72,-72,-72,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_0_9AM_F_13,13,0,6.0,-110,-73,-110,-73,-110,-110,-110,-74,-110,-110,-110,-73,-74,-68,-79,-79,-74,-73,-110,-110,-75,-110,-110,-110,-67,-110,-110,-68,-73,-63,-63,-63,-71,-72,-72,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_0_9AM_F_14,14,0,6.0,-110,-74,-110,-75,-60,-60,-110,-76,-110,-110,-110,-74,-110,-68,-110,-110,-75,-65,-110,-110,-66,-110,-61,-110,-69,-110,-110,-70,-65,-59,-59,-60,-74,-74,-74,-110,-110,-110,-110,-110,-110,-110,-110,-82,-83,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_0_9AM_F_2,2,0,6.0,-110,-75,-110,-75,-53,-53,-110,-76,-86,-86,-110,-77,-78,-56,-85,-85,-77,-73,-89,-75,-74,-75,-58,-75,-54,-82,-82,-57,-73,-69,-69,-69,-75,-75,-75,-92,-92,-110,-110,-110,-110,-110,-84,-84,-83,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_0_9AM_G_1,1,0,7.0,-110,-79,-110,-110,-110,-110,-110,-110,-110,-110,-110,-74,-67,-61,-84,-84,-74,-69,-110,-110,-70,-110,-110,-110,-60,-110,-110,-62,-69,-63,-63,-63,-72,-74,-73,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_0_9AM_G_13,13,0,7.0,-110,-73,-110,-73,-66,-66,-110,-74,-110,-110,-110,-73,-74,-67,-79,-79,-74,-64,-110,-110,-65,-110,-66,-110,-67,-110,-110,-69,-64,-63,-63,-63,-71,-72,-72,-110,-110,-110,-110,-110,-110,-110,-110,-83,-82,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_0_9AM_G_14,14,0,7.0,-110,-65,-80,-65,-69,-70,-79,-66,-110,-110,-79,-68,-68,-68,-110,-110,-68,-65,-110,-110,-66,-110,-70,-110,-67,-110,-110,-69,-65,-56,-57,-57,-71,-72,-72,-110,-110,-110,-110,-110,-110,-110,-110,-86,-87,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_0_9AM_G_2,2,0,7.0,-110,-75,-110,-75,-53,-53,-110,-76,-86,-86,-110,-77,-78,-56,-85,-85,-77,-73,-89,-75,-74,-75,-110,-75,-54,-110,-110,-57,-73,-69,-69,-69,-75,-75,-75,-92,-92,-110,-110,-110,-110,-110,-84,-84,-83,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_0_9AM_H_1,1,0,8.0,-110,-79,-110,-110,-110,-110,-110,-110,-110,-110,-110,-74,-110,-61,-84,-84,-74,-69,-110,-110,-70,-110,-110,-110,-60,-110,-110,-62,-69,-63,-63,-63,-110,-74,-73,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_0_9AM_H_13,13,0,8.0,-110,-110,-110,-110,-66,-66,-110,-110,-110,-110,-110,-110,-110,-67,-110,-110,-110,-64,-110,-110,-65,-110,-66,-110,-67,-110,-110,-69,-64,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-83,-82,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_0_9AM_H_14,14,0,8.0,-110,-65,-80,-65,-69,-70,-79,-66,-110,-110,-79,-68,-68,-68,-110,-110,-68,-110,-110,-110,-110,-110,-70,-110,-67,-110,-110,-69,-110,-56,-57,-57,-71,-72,-72,-110,-110,-110,-110,-110,-110,-110,-110,-86,-87,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_0_9AM_H_2,2,0,8.0,-110,-79,-110,-79,-60,-60,-110,-80,-86,-86,-110,-78,-79,-57,-82,-82,-78,-74,-89,-78,-74,-78,-60,-78,-57,-110,-110,-60,-74,-58,-57,-58,-68,-67,-67,-92,-92,-83,-110,-110,-110,-110,-82,-82,-82,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_0_9AM_I_1,1,0,9.0,-110,-80,-110,-80,-110,-110,-110,-110,-110,-110,-110,-77,-78,-64,-86,-84,-77,-68,-110,-110,-69,-110,-110,-110,-64,-110,-110,-62,-68,-68,-63,-68,-76,-76,-75,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_0_9AM_I_13,13,0,9.0,-80,-67,-110,-67,-66,-66,-110,-68,-80,-79,-110,-67,-68,-67,-78,-78,-67,-63,-110,-110,-64,-110,-66,-110,-66,-110,-110,-67,-63,-110,-110,-110,-110,-110,-77,-110,-110,-79,-110,-110,-110,-110,-110,-83,-82,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_0_9AM_I_14,14,0,9.0,-110,-65,-80,-64,-69,-69,-78,-66,-110,-110,-77,-67,-67,-71,-82,-110,-67,-60,-110,-110,-62,-110,-69,-110,-71,-110,-110,-72,-60,-55,-55,-55,-71,-78,-78,-110,-110,-110,-110,-110,-110,-110,-79,-79,-79,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_0_9AM_I_2,2,0,9.0,-110,-79,-110,-79,-60,-60,-110,-80,-86,-86,-110,-78,-79,-57,-82,-82,-78,-74,-110,-78,-74,-78,-60,-78,-57,-110,-110,-60,-74,-58,-57,-58,-68,-67,-67,-110,-110,-83,-110,-110,-110,-110,-82,-82,-82,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_0_9AM_J_1,1,0,10.0,-110,-79,-110,-79,-110,-110,-110,-110,-110,-110,-110,-77,-78,-64,-83,-110,-77,-67,-110,-110,-68,-110,-110,-110,-65,-110,-110,-66,-67,-64,-64,-64,-76,-76,-75,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_0_9AM_J_13,13,0,10.0,-80,-67,-110,-67,-110,-110,-110,-68,-80,-79,-110,-67,-68,-67,-78,-78,-67,-63,-110,-110,-64,-110,-110,-110,-66,-110,-110,-67,-63,-110,-110,-110,-110,-110,-77,-110,-110,-79,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_0_9AM_J_14,14,0,10.0,-78,-70,-110,-70,-69,-70,-82,-66,-78,-78,-77,-69,-70,-71,-78,-79,-69,-60,-110,-110,-61,-110,-70,-110,-70,-110,-110,-71,-61,-61,-62,-61,-110,-76,-76,-110,-110,-110,-110,-110,-110,-110,-79,-82,-81,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
 LAB_0_9AM_J_2,2,0,10.0,-110,-85,-110,-86,-66,-66,-110,-87,-86,-89,-110,-87,-88,-69,-82,-82,-87,-61,-110,-80,-63,-80,-67,-79,-71,-110,-110,-73,-61,-60,-62,-63,-72,-72,-72,-91,-91,-85,-110,-110,-110,-110,-80,-80,-80,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,9
